,age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,eligible,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,noise_15,noise_16,noise_17,noise_18,noise_19,noise_20,noise_21,noise_22,noise_23,noise_24,noise_25,noise_26,noise_27,noise_28,noise_29,noise_30,noise_31,noise_32,noise_33,noise_34,noise_35,noise_36,noise_37,noise_38,noise_39,noise_40,noise_41,noise_42,noise_43,noise_44,noise_45,noise_46,noise_47,noise_48,noise_49,noise_50,noise_51,noise_52
834,99,m,yes,yes,yes,no,yes,True,False,985,out,78,True,11,17,23,75,96,73,67,48,11,55,88,0,2,59,8,89,84,10,52,68,8,6,14,67,100,88,60,25,62,35,4,42,56,9,46,22,84,29,67,71,64,16,71,39,45,46,17,40,36,78,78,87
835,73,f,no,yes,yes,yes,yes,True,False,2685,in,20,True,12,76,45,59,74,15,51,13,42,5,16,56,29,54,40,22,10,60,77,73,1,7,11,33,15,79,16,80,71,15,81,17,75,96,2,79,79,86,96,98,85,96,73,8,76,41,82,9,28,31,42,81
836,88,f,yes,yes,yes,yes,yes,True,False,1223,out,86,True,65,50,72,16,19,63,56,35,76,94,88,65,56,85,72,91,38,81,48,72,37,17,77,3,86,63,62,76,54,89,36,62,19,44,82,67,23,95,53,27,59,89,43,14,9,21,32,54,2,0,100,60
837,75,f,yes,yes,yes,yes,yes,True,False,1824,out,60,True,6,18,39,51,59,22,72,88,36,73,69,99,62,99,52,52,98,88,47,13,26,13,69,77,92,57,31,96,81,72,82,52,49,37,52,60,10,92,6,31,25,34,94,68,92,61,46,66,88,7,38,67
838,67,m,yes,yes,yes,yes,yes,True,False,370,in,14,True,95,12,59,43,29,9,61,36,50,93,31,83,9,77,90,23,96,3,16,3,93,97,13,40,38,49,98,71,74,86,3,44,26,35,49,11,57,2,33,84,84,15,53,76,8,16,46,60,21,81,49,20
839,75,m,yes,yes,yes,yes,yes,True,False,2165,in,9,True,42,91,23,34,38,38,57,82,93,96,37,90,28,54,85,13,92,50,38,6,55,43,10,86,66,64,14,47,67,42,41,32,84,0,57,54,2,34,49,29,81,11,80,46,64,55,33,27,41,11,90,77
840,100,f,yes,yes,yes,yes,no,True,False,166,out,79,True,37,82,40,77,53,29,63,23,37,52,63,27,47,32,28,67,31,68,23,96,52,88,11,47,43,77,40,37,20,37,59,59,2,28,43,20,27,40,18,60,74,33,42,11,58,81,84,1,16,57,55,13
841,80,m,yes,yes,yes,yes,yes,True,False,2111,in,16,True,7,72,76,51,27,16,40,15,14,91,45,44,4,72,27,94,45,96,95,62,40,32,46,80,83,1,87,12,58,46,7,67,28,68,87,76,51,42,16,30,47,17,85,62,18,55,37,44,83,48,10,17
842,67,f,yes,yes,yes,no,yes,True,False,224,out,72,True,57,18,38,58,36,63,44,28,72,44,14,19,81,94,87,23,5,35,57,2,63,79,36,95,60,56,30,93,86,13,16,14,37,19,54,36,3,79,2,63,42,80,60,78,77,56,67,41,50,49,11,52
843,65,m,yes,yes,yes,yes,yes,True,False,809,in,30,True,13,94,79,78,76,62,88,57,93,97,30,1,3,54,71,44,51,33,41,6,4,63,46,2,79,48,74,33,45,37,95,93,18,90,22,26,20,13,85,25,17,41,57,14,82,43,80,9,20,91,60,18
844,95,f,yes,yes,yes,yes,yes,True,False,803,in,22,True,16,23,44,24,30,35,97,56,19,33,13,4,18,17,33,90,90,34,97,45,97,40,78,40,47,15,44,82,42,23,50,76,32,60,58,36,94,23,82,74,8,68,42,51,83,8,57,71,23,47,9,9
845,87,m,no,yes,yes,yes,yes,True,False,2491,out,97,True,87,100,70,34,46,3,4,13,72,19,69,22,45,66,26,64,27,77,80,57,45,25,63,42,64,6,38,80,6,23,25,68,100,33,72,22,7,92,39,88,8,51,66,72,29,4,59,85,9,27,37,19
846,89,f,no,yes,yes,yes,yes,True,False,1541,in,22,True,92,79,9,98,33,87,78,73,27,81,0,55,77,32,4,88,69,57,47,41,99,13,63,21,98,27,33,98,12,11,30,46,44,35,87,28,4,14,74,73,21,31,8,6,55,51,70,100,10,24,36,60
847,75,f,yes,yes,yes,yes,yes,True,False,1906,in,14,True,34,86,45,7,22,7,77,96,75,49,95,98,92,17,43,56,59,69,11,51,92,46,13,14,66,99,95,69,14,31,49,78,73,9,87,11,59,81,18,19,21,64,61,77,76,6,62,81,22,42,51,86
848,78,m,yes,yes,yes,no,yes,True,False,95,in,15,True,95,69,66,11,51,43,28,20,0,55,61,37,90,31,31,73,41,36,59,66,38,10,76,65,37,98,23,62,29,5,65,15,31,68,64,9,87,59,44,13,85,9,10,4,72,26,19,1,69,62,33,67
849,92,f,yes,yes,yes,no,yes,True,False,261,in,2,True,69,83,66,1,59,99,24,23,3,66,62,22,3,52,11,77,4,89,8,45,18,96,28,88,40,92,3,29,12,92,52,43,9,87,3,37,10,35,39,96,79,70,64,23,12,69,92,15,32,46,87,83
850,70,f,yes,yes,yes,no,yes,True,False,1107,in,20,True,26,42,49,68,85,27,37,22,15,74,48,41,3,55,60,100,24,25,18,32,68,55,7,48,8,31,2,49,35,52,85,27,84,60,93,80,11,46,93,11,80,24,89,29,24,84,25,43,99,52,46,28
851,97,m,yes,yes,yes,yes,yes,True,False,2962,in,44,True,66,52,5,3,72,54,52,4,53,87,12,29,11,30,10,35,45,32,9,95,25,53,52,68,1,61,10,48,48,56,35,14,23,19,100,32,3,26,16,2,99,62,54,61,49,83,66,71,25,80,49,79
852,85,m,yes,yes,yes,yes,yes,True,False,708,in,28,True,40,92,49,48,43,88,49,44,31,68,38,19,53,100,40,54,26,22,90,45,70,20,65,1,59,43,85,17,90,89,96,1,32,77,98,42,100,94,58,7,65,94,16,23,28,75,99,18,80,87,13,16
853,69,m,yes,yes,yes,yes,yes,True,False,1936,out,68,True,1,91,5,97,60,96,51,30,14,9,71,89,7,88,81,54,31,10,56,89,29,74,75,53,37,98,44,34,65,83,66,2,80,54,15,80,3,21,86,91,98,21,69,83,22,45,41,81,44,96,72,10
854,92,m,yes,yes,no,yes,yes,True,False,1600,out,59,True,21,48,83,47,33,49,60,57,65,25,96,10,29,16,91,89,18,53,45,44,64,1,96,53,84,95,41,48,95,7,88,2,24,96,0,97,65,34,26,71,64,88,73,93,54,42,88,3,53,69,47,85
855,97,f,yes,yes,yes,yes,yes,True,False,2278,in,35,True,78,53,85,80,4,25,73,6,43,57,95,74,21,67,34,95,43,19,1,23,70,94,99,26,34,7,51,37,93,41,29,43,28,7,40,85,62,61,60,53,35,52,24,75,2,13,23,34,0,59,16,58
856,79,f,yes,yes,yes,yes,yes,True,False,2762,out,93,True,62,52,92,33,99,28,49,55,28,96,71,69,96,45,1,18,65,97,71,9,87,42,13,13,57,36,100,48,79,68,95,61,44,0,86,56,58,95,8,83,98,3,51,88,24,99,61,65,38,1,46,52
857,99,m,yes,yes,no,yes,yes,True,False,1826,out,94,True,92,97,51,52,98,97,97,87,71,30,45,55,39,18,5,67,85,2,63,32,95,60,54,8,89,71,15,55,5,42,43,71,49,53,68,10,88,67,29,22,35,92,7,38,5,1,36,96,7,59,62,53
858,71,m,no,yes,yes,yes,yes,True,False,1634,in,42,True,82,41,88,40,93,25,41,42,47,23,31,7,70,45,16,71,45,91,61,19,81,34,18,86,69,9,28,27,24,43,11,29,97,94,33,42,95,21,47,27,80,56,76,84,8,89,43,33,7,22,39,48
859,80,f,yes,no,yes,yes,yes,True,False,156,in,28,True,9,53,90,88,4,46,13,16,22,2,91,74,44,49,44,63,3,93,19,79,67,5,48,42,74,97,68,37,56,55,90,74,29,13,48,46,9,39,30,35,85,29,100,43,85,97,100,6,89,77,44,81
860,95,m,yes,yes,no,yes,yes,True,False,2466,out,51,True,55,68,37,63,78,2,57,9,83,12,2,42,65,13,80,6,89,0,15,9,96,7,23,4,68,62,58,77,84,87,49,80,17,73,3,32,62,24,56,16,16,23,14,23,55,67,5,88,61,40,85,31
861,92,m,yes,yes,yes,yes,no,True,False,1485,out,68,True,89,71,14,68,76,51,85,64,61,66,62,6,44,11,52,79,59,68,24,33,58,88,6,12,49,91,51,21,82,93,40,39,42,70,40,78,23,92,13,2,14,36,28,83,23,77,36,16,86,8,24,22
862,68,m,yes,yes,yes,yes,yes,True,False,2949,in,30,True,72,12,88,73,43,61,99,80,29,50,11,59,26,60,66,68,9,18,15,51,77,83,96,10,24,76,85,46,94,16,4,62,12,93,43,17,89,13,22,73,81,78,74,91,60,57,47,87,2,42,60,41
863,87,m,yes,yes,yes,yes,no,True,False,202,in,39,True,54,2,85,76,50,99,32,75,28,49,22,96,88,52,51,100,94,64,34,36,27,58,40,83,42,98,0,23,88,41,54,42,57,33,27,11,71,51,63,27,22,13,17,13,16,4,100,75,84,71,36,90
864,69,f,yes,yes,yes,yes,yes,True,False,2059,in,13,True,24,78,73,41,45,64,98,61,94,82,34,40,100,94,87,68,5,14,72,64,64,96,96,93,76,39,80,31,95,89,3,78,42,78,53,6,74,21,26,8,82,92,55,13,29,27,4,99,26,87,98,22
865,69,m,no,yes,yes,yes,yes,True,False,2525,in,46,True,95,58,63,34,90,30,85,12,39,89,83,27,4,16,84,42,55,57,9,1,81,3,24,21,72,100,99,68,28,83,8,99,77,61,28,38,37,55,17,89,36,87,40,6,90,71,92,91,98,46,88,18
866,83,f,yes,yes,yes,yes,yes,True,False,2215,out,80,True,17,82,97,41,77,16,58,93,47,58,65,65,5,42,19,11,64,23,30,50,9,54,56,7,42,63,11,82,16,7,78,54,0,26,93,19,24,58,22,1,30,30,75,23,43,72,5,57,92,46,43,57
867,69,f,yes,yes,yes,yes,yes,True,False,2071,in,11,True,94,77,71,53,19,37,24,97,85,53,58,94,60,91,90,95,21,26,30,25,7,6,56,77,30,75,84,14,19,10,91,83,38,94,88,22,43,18,78,91,53,100,83,91,42,5,79,73,49,56,41,38
868,75,f,yes,yes,yes,yes,yes,True,False,2286,out,80,True,53,83,17,85,73,21,45,12,65,87,4,2,75,54,92,97,71,69,37,97,91,81,12,50,61,85,2,78,1,23,95,34,92,20,74,38,44,67,91,64,66,13,61,65,57,95,37,5,60,8,96,26
869,100,f,yes,yes,yes,yes,yes,True,False,1632,in,11,True,88,94,100,98,38,53,18,89,5,72,34,22,57,11,63,23,76,93,25,45,49,2,75,27,12,29,88,41,25,56,25,85,41,85,87,36,88,79,93,39,33,49,77,89,26,10,74,8,31,83,5,49
870,92,f,yes,yes,yes,yes,no,True,False,1582,in,46,True,2,69,41,98,78,100,6,17,87,69,74,13,80,25,99,37,17,92,84,52,24,32,1,29,64,27,65,77,39,60,50,11,25,66,18,43,26,19,31,58,31,80,33,40,61,6,0,88,13,97,79,37
871,63,f,yes,yes,yes,no,yes,True,False,180,in,24,True,9,62,27,63,84,57,59,32,74,91,8,69,0,45,53,86,94,44,46,48,36,19,48,68,80,74,69,11,91,29,39,91,54,31,50,33,78,83,71,26,4,55,66,70,33,12,10,14,87,51,90,94
872,75,m,yes,no,yes,yes,yes,True,False,1516,in,24,True,63,86,4,35,88,100,14,12,1,18,87,61,97,70,50,28,29,80,99,89,3,82,65,27,75,0,79,82,57,41,75,96,83,87,37,61,58,40,13,86,28,55,48,68,43,32,57,56,87,81,90,15
873,60,f,yes,yes,no,yes,yes,True,False,557,in,20,True,18,82,4,87,44,7,86,96,44,40,83,18,70,31,46,72,23,53,7,66,52,37,97,85,52,70,65,15,40,60,38,48,7,58,13,33,34,55,31,22,41,15,25,39,50,64,75,18,54,66,16,96
874,79,f,yes,yes,no,yes,yes,True,False,2961,out,94,True,35,13,83,71,73,61,89,89,62,19,44,71,27,58,95,71,3,45,73,95,74,48,90,11,42,57,88,19,34,19,97,23,25,58,43,11,27,17,1,29,41,95,76,9,30,10,16,61,43,67,18,26
875,71,m,yes,yes,yes,yes,yes,True,False,2324,out,65,True,7,7,79,62,22,12,49,73,84,30,1,39,1,1,47,16,13,5,31,20,71,31,35,17,12,99,57,45,50,23,33,22,66,54,8,33,89,17,75,46,66,53,31,28,20,10,95,56,19,97,73,34
876,67,f,yes,yes,no,yes,yes,True,False,1330,in,20,True,33,84,77,97,47,95,20,87,66,76,14,80,100,97,1,63,53,100,83,1,80,64,20,48,20,49,62,89,26,27,46,1,30,61,99,69,75,63,92,75,54,92,82,85,38,78,40,54,99,66,42,80
877,81,m,yes,yes,no,yes,yes,True,False,1382,in,33,True,47,79,91,100,94,7,13,15,85,81,86,45,48,35,95,62,84,98,92,54,78,41,27,61,77,97,66,32,57,16,9,1,1,47,12,0,69,74,26,42,22,78,29,73,5,3,48,23,7,78,29,47
878,79,f,yes,yes,yes,no,yes,True,False,842,in,41,True,51,95,45,44,26,88,91,68,72,72,69,67,29,26,77,77,93,94,61,47,75,44,70,97,53,82,6,35,5,70,64,47,6,57,70,91,50,95,92,62,8,55,69,93,3,50,7,90,28,24,51,32
879,100,f,yes,yes,yes,yes,yes,True,False,352,out,76,True,61,95,12,26,33,11,64,6,44,34,13,24,51,48,79,82,53,9,51,26,75,25,71,11,98,46,35,60,54,35,36,17,91,74,49,79,38,0,28,29,98,99,38,6,64,94,94,11,32,93,44,94
880,96,f,yes,yes,yes,yes,yes,True,False,2213,out,97,True,19,65,37,33,95,18,31,41,28,61,2,60,78,42,47,44,79,5,12,3,57,3,79,99,95,47,24,52,59,68,26,39,63,98,73,34,83,41,17,33,98,47,94,92,100,5,48,70,44,71,27,17
881,97,m,yes,yes,yes,yes,yes,True,False,108,in,32,True,3,98,31,48,87,58,71,55,8,96,65,60,98,73,25,39,48,5,54,19,16,61,85,96,91,16,11,59,3,66,56,43,83,85,34,91,26,40,45,84,57,78,52,44,19,90,8,67,97,16,38,89
882,77,m,yes,yes,yes,yes,no,True,False,1001,out,91,True,29,34,39,50,39,27,87,5,65,67,66,98,57,5,69,96,18,94,33,6,29,87,99,84,86,66,59,11,100,40,39,54,100,60,91,79,42,37,0,1,87,31,83,23,23,40,95,32,58,5,27,42
883,83,f,yes,yes,no,yes,yes,True,False,276,in,40,True,90,85,91,98,48,100,52,39,18,29,28,92,77,11,77,55,31,32,61,42,94,89,39,55,14,41,58,34,90,47,78,93,70,90,43,74,81,99,80,47,59,60,10,31,60,23,24,22,62,82,21,83
884,66,f,yes,yes,yes,no,yes,True,False,596,in,13,True,34,50,57,51,86,80,98,53,88,25,78,65,56,71,6,44,7,42,42,63,40,22,85,8,47,10,84,99,78,74,55,2,59,50,30,14,19,57,73,94,18,81,69,57,35,29,45,60,54,42,80,34
885,64,f,yes,yes,yes,yes,yes,True,False,437,in,28,True,89,20,85,34,44,55,78,23,28,46,63,35,52,65,61,3,95,81,91,100,96,24,14,90,23,11,6,62,36,47,35,2,59,14,67,81,98,97,77,18,6,71,28,28,30,46,51,80,35,69,35,17
886,90,m,yes,yes,yes,yes,yes,True,False,212,out,54,True,44,49,27,97,40,41,8,53,39,33,44,10,64,28,92,72,93,26,32,53,66,95,21,29,93,52,63,68,71,56,41,90,100,36,29,63,23,28,82,21,74,72,72,66,30,54,80,3,25,90,55,55
887,98,f,no,yes,yes,yes,yes,True,False,2993,out,61,True,67,64,13,10,59,83,60,84,61,13,89,89,59,36,21,64,2,13,90,80,13,33,94,2,22,8,70,45,73,47,59,17,27,93,54,67,75,25,19,34,66,88,71,73,26,14,22,57,75,82,56,27
888,65,m,yes,no,yes,yes,yes,True,False,1659,out,81,True,29,82,64,95,72,84,18,67,93,78,15,12,15,27,82,49,93,97,32,22,56,69,11,56,3,24,74,59,98,18,90,17,19,0,51,58,25,68,24,53,36,35,67,1,58,53,35,30,8,92,50,61
889,79,f,yes,yes,yes,yes,no,True,False,1654,out,51,True,38,30,22,82,80,24,71,87,82,21,0,50,70,14,53,14,100,27,69,55,66,48,67,6,1,48,0,6,97,30,57,80,0,83,87,100,99,3,81,9,34,84,1,98,20,77,57,37,12,40,25,75
890,96,m,yes,yes,yes,yes,yes,True,False,2913,in,4,True,46,17,76,75,48,93,64,6,43,76,20,58,52,14,40,65,46,1,77,78,6,38,98,98,9,21,79,47,92,53,87,47,64,86,43,89,54,16,15,59,13,7,58,78,51,3,17,55,18,35,72,64
891,87,m,yes,no,yes,yes,yes,True,False,2796,out,58,True,58,75,46,14,22,13,30,64,26,66,75,39,1,86,75,89,100,37,4,9,24,100,92,9,97,77,38,85,85,66,93,35,32,30,52,44,32,92,70,14,81,52,14,45,36,13,8,44,33,33,69,77
892,77,f,yes,yes,yes,yes,yes,True,False,698,in,44,True,59,91,24,57,54,19,49,63,50,91,87,43,45,90,19,56,14,26,28,20,63,21,54,21,20,50,17,13,70,8,1,85,60,83,86,29,5,29,61,71,56,94,92,33,65,53,17,82,18,13,10,7
893,90,f,yes,yes,no,yes,yes,True,False,1837,in,26,True,40,68,83,59,83,36,50,98,83,16,75,70,94,37,50,98,79,72,58,10,100,34,67,1,45,41,70,37,95,37,27,48,26,90,75,94,96,0,55,65,14,99,64,94,14,14,19,90,9,88,0,56
894,83,m,yes,yes,yes,yes,yes,True,False,2870,out,98,True,37,92,54,24,29,48,44,96,17,78,55,25,63,83,6,16,86,60,86,18,49,37,38,42,54,44,38,36,76,55,16,60,90,99,53,2,19,11,7,5,11,79,41,95,78,41,1,28,41,65,46,98
895,83,f,yes,yes,yes,yes,yes,True,False,205,out,78,True,66,35,49,50,2,42,14,14,40,99,46,97,100,11,51,58,21,89,83,28,46,24,69,7,19,31,86,37,75,99,20,10,47,0,37,58,62,91,35,10,37,69,54,90,29,85,41,64,66,68,92,74
896,93,m,yes,yes,yes,yes,yes,True,False,2205,in,33,True,55,30,2,28,73,25,96,21,30,23,89,75,1,39,24,92,1,35,34,30,11,68,5,40,10,87,23,88,59,5,27,5,26,42,67,40,46,18,8,7,87,30,28,87,68,23,86,16,72,42,98,79
897,91,f,yes,yes,no,yes,yes,True,False,1335,in,22,True,70,24,22,50,48,29,18,56,28,79,9,25,60,8,25,97,75,23,9,50,36,14,6,53,2,7,19,51,97,88,64,44,51,40,57,3,56,91,64,16,71,67,12,40,22,88,21,75,15,48,0,45
898,77,f,yes,yes,yes,yes,no,True,False,1329,in,31,True,16,77,28,55,98,10,1,26,44,10,60,10,17,99,8,92,74,22,86,21,10,19,74,94,96,68,4,17,75,93,38,91,17,67,53,2,65,80,38,48,68,14,52,1,19,29,47,55,94,72,15,78
899,100,m,yes,yes,yes,no,yes,True,False,1079,in,31,True,28,68,84,66,37,58,17,32,49,77,61,58,74,100,60,55,47,2,60,33,100,100,72,61,29,38,27,80,97,23,90,90,100,28,96,73,28,30,26,26,1,57,37,50,8,4,18,69,82,47,4,14
900,99,f,yes,yes,yes,yes,yes,True,False,186,out,91,True,85,24,61,25,7,27,11,74,38,93,76,97,2,42,23,53,39,77,4,34,20,95,50,21,97,84,30,41,8,33,71,63,9,74,78,95,74,33,39,59,51,30,21,50,40,48,22,4,93,37,70,80
901,76,m,yes,yes,yes,yes,yes,True,False,1557,in,17,True,3,78,84,50,76,27,82,97,18,20,3,32,91,89,89,87,47,85,24,51,82,7,66,45,45,74,62,55,87,1,0,96,16,1,20,64,30,63,42,90,67,0,56,76,1,25,7,94,47,59,94,55
902,99,m,yes,yes,yes,no,yes,True,False,1608,out,53,True,60,63,77,50,94,65,42,78,10,84,23,95,18,65,78,75,58,97,23,92,56,92,24,14,21,41,11,48,85,40,88,38,57,96,24,65,33,92,44,88,44,32,97,68,5,48,10,27,74,12,64,14
903,100,m,yes,yes,yes,yes,yes,True,False,1466,in,47,True,84,6,40,42,98,47,66,91,54,59,8,53,37,21,100,87,74,88,65,82,75,87,99,58,36,26,24,37,95,72,85,72,34,12,81,36,52,95,17,79,25,80,10,16,57,70,12,78,55,19,76,63
904,91,m,yes,no,yes,yes,yes,True,False,14,in,3,True,83,57,11,43,17,22,36,44,16,26,46,78,79,38,79,68,22,38,86,81,93,97,38,70,75,78,73,17,58,81,68,61,10,83,80,13,62,0,89,1,97,75,13,8,89,72,29,40,38,93,80,35
905,88,m,yes,yes,yes,yes,yes,True,False,771,out,86,True,56,44,77,20,51,57,90,37,33,67,19,52,69,36,40,94,94,44,6,62,35,46,82,10,4,75,65,34,8,98,4,18,21,96,5,34,83,81,92,36,29,67,95,32,98,3,87,41,0,4,39,37
906,87,m,yes,no,yes,yes,yes,True,False,2789,in,47,True,39,74,24,51,51,8,31,31,9,14,35,56,51,26,9,76,92,32,48,83,45,81,78,0,28,39,15,29,28,91,3,56,1,69,71,53,51,52,51,43,97,2,40,50,20,83,59,29,39,58,19,1
907,92,f,no,yes,yes,yes,yes,True,False,2914,in,34,True,58,70,3,74,25,31,26,86,70,30,50,70,35,61,71,92,14,25,40,45,43,84,56,51,88,81,66,19,28,38,87,56,40,99,34,36,83,41,99,7,26,76,47,63,44,14,56,2,70,57,53,74
908,75,m,yes,yes,yes,no,yes,True,False,2318,out,79,True,12,37,45,10,50,64,74,86,90,8,86,12,94,27,95,14,59,58,47,36,89,18,12,74,3,46,15,11,31,20,14,92,81,73,7,55,65,100,65,60,5,34,73,76,48,94,78,75,57,49,38,43
909,96,m,yes,yes,yes,yes,yes,True,False,1072,out,92,True,41,54,83,88,36,37,25,66,78,10,58,69,97,7,31,92,97,20,6,15,24,25,97,18,10,88,50,64,80,45,27,70,10,19,2,74,28,83,35,43,46,31,9,5,93,68,95,23,14,83,81,18
910,84,m,yes,yes,yes,yes,yes,True,False,2184,out,60,True,29,18,62,83,94,45,6,63,82,98,45,78,91,82,63,59,51,16,57,87,39,32,30,8,55,62,20,83,53,16,53,13,89,20,70,76,48,100,80,30,18,22,86,80,0,82,13,55,62,38,79,23
911,87,m,no,yes,yes,yes,yes,True,False,274,out,63,True,86,23,31,11,28,29,74,60,65,49,21,39,75,87,87,28,12,3,100,93,93,30,19,44,74,21,20,34,89,63,47,34,2,92,65,30,67,13,46,94,17,30,59,61,31,23,21,14,78,72,86,15
912,81,m,yes,yes,yes,yes,yes,True,False,1212,in,40,True,16,8,35,49,20,54,71,91,63,28,29,76,71,93,75,52,67,63,97,77,93,10,94,77,48,3,7,80,60,52,9,79,52,44,65,16,65,97,55,31,32,67,30,51,97,40,17,1,14,58,1,3
913,73,m,yes,no,yes,yes,yes,True,False,2998,out,80,True,43,74,41,90,3,96,54,61,71,35,81,17,10,43,69,4,60,96,82,43,73,94,60,48,95,95,11,88,98,54,36,73,11,28,9,52,22,47,4,74,56,11,19,73,0,5,82,33,92,13,94,39
914,67,f,yes,yes,yes,yes,yes,True,False,1573,in,10,True,98,11,99,29,86,59,58,3,70,85,31,44,21,45,27,75,51,2,82,48,8,69,69,55,3,5,55,99,89,57,1,80,91,18,29,88,38,33,16,31,47,89,58,49,88,64,20,17,56,61,57,13
915,100,m,yes,yes,yes,yes,yes,True,False,1319,out,55,True,47,70,63,97,26,42,30,5,10,44,64,2,49,7,58,100,29,56,12,48,86,76,69,33,13,74,16,24,39,14,72,81,74,89,22,62,32,52,70,93,75,53,46,48,1,11,96,17,6,64,44,67
916,71,m,yes,yes,yes,yes,yes,True,False,1957,out,86,True,33,32,41,16,12,9,63,12,52,79,67,50,29,79,74,12,72,67,87,41,71,56,69,54,20,87,66,14,36,5,61,60,90,86,12,71,71,23,23,95,42,61,2,98,39,61,3,79,42,74,100,90
917,97,m,yes,yes,yes,yes,yes,True,False,1845,in,15,True,81,64,34,28,15,39,21,19,32,23,37,79,22,9,86,78,23,78,12,93,39,77,66,8,10,31,26,46,51,18,81,82,60,99,73,85,59,27,90,43,68,11,39,39,51,91,96,9,21,55,52,41
918,78,f,yes,yes,yes,yes,yes,True,False,1906,in,4,True,97,5,73,73,50,33,84,34,17,71,24,79,40,66,76,4,38,9,88,16,15,69,7,81,97,12,79,88,15,6,74,34,92,65,18,68,22,47,49,52,63,63,97,95,7,8,93,95,72,76,80,70
919,82,f,no,yes,yes,yes,yes,True,False,1551,in,12,True,49,46,72,8,24,87,21,22,74,81,31,81,70,39,80,53,71,88,63,30,62,60,93,63,4,50,35,83,43,22,56,79,80,48,93,95,52,94,99,46,5,93,99,82,60,32,48,88,77,62,73,34
920,87,f,yes,yes,yes,yes,yes,True,False,697,in,8,True,56,49,15,17,11,50,1,52,92,90,92,0,12,91,48,71,84,75,27,37,97,15,90,61,86,95,75,54,87,16,45,67,82,35,48,18,63,2,86,34,31,87,69,59,81,71,100,94,76,49,9,47
921,97,m,yes,yes,yes,yes,yes,True,False,81,out,69,True,94,71,52,64,7,3,7,62,72,54,100,0,73,53,98,48,46,53,62,25,64,15,46,34,74,100,87,45,31,65,62,25,77,25,89,87,54,66,91,69,89,76,71,51,20,44,96,29,33,93,33,62
922,71,f,yes,no,yes,yes,yes,True,False,2948,out,86,True,76,55,27,49,25,82,47,21,50,85,53,71,45,69,11,80,26,16,36,18,8,64,70,1,96,30,69,9,65,92,37,69,94,59,65,73,4,74,71,75,21,78,22,0,88,51,93,39,28,59,44,67
923,100,f,yes,no,yes,yes,yes,True,False,2274,in,47,True,54,57,62,10,43,92,69,92,94,68,98,72,96,85,41,49,99,21,2,43,63,6,40,24,51,65,34,0,95,88,65,50,75,90,84,17,56,35,10,4,78,41,99,1,77,10,63,8,49,89,8,8
924,71,m,yes,yes,yes,yes,yes,True,False,1554,out,58,True,72,97,70,99,74,5,51,8,32,94,97,22,59,45,12,66,86,1,16,61,81,13,21,97,85,62,48,4,91,87,35,27,36,22,57,14,49,28,15,98,36,57,35,3,11,89,93,43,14,64,61,88
925,73,f,yes,yes,yes,yes,yes,True,False,1317,out,55,True,18,27,69,46,33,34,56,50,26,0,82,73,57,67,16,44,13,65,8,9,7,61,26,3,41,0,1,14,48,65,59,61,19,92,80,76,41,57,40,2,67,73,40,9,51,52,17,13,58,83,28,89
926,93,m,yes,yes,yes,yes,yes,True,False,2038,in,49,True,66,83,70,23,25,64,4,52,8,41,33,21,76,29,55,28,10,49,46,21,7,63,50,84,78,86,95,20,70,25,23,61,78,29,91,78,15,47,42,70,22,0,6,1,49,13,46,30,33,79,89,82
927,83,m,yes,yes,yes,yes,yes,True,False,386,in,30,True,84,89,85,78,7,73,46,27,93,25,90,40,27,37,20,89,26,44,63,51,53,82,93,58,14,63,66,60,34,35,40,2,66,93,13,89,59,35,93,14,20,28,39,92,31,93,27,4,45,64,4,65
928,77,m,yes,yes,yes,yes,no,True,False,1515,in,46,True,48,39,0,58,74,3,57,79,47,17,0,19,37,100,15,79,96,46,47,56,7,87,74,58,72,45,51,84,55,20,1,2,18,23,94,27,20,59,35,87,23,17,4,32,69,34,79,90,89,3,34,31
929,100,f,yes,yes,yes,no,yes,True,False,2529,in,47,True,65,15,79,89,61,82,29,7,77,68,45,15,77,12,13,74,39,42,11,73,72,8,47,20,53,87,97,50,80,8,0,19,29,51,58,7,33,98,16,51,65,68,0,95,35,3,92,25,44,79,39,31
930,71,m,yes,yes,yes,yes,yes,True,False,1352,out,77,True,26,15,75,77,73,36,96,85,75,28,35,31,42,96,73,66,57,70,34,62,83,3,56,60,3,93,74,56,17,61,45,36,25,16,95,10,12,85,95,46,93,31,26,100,64,6,19,76,55,61,21,39
931,71,f,yes,yes,no,yes,yes,True,False,305,in,2,True,66,66,26,82,29,95,68,97,77,50,29,51,77,9,32,57,77,15,8,29,100,29,13,30,52,68,10,44,20,8,14,40,42,18,35,64,28,62,16,96,13,41,62,64,20,74,43,100,42,21,13,55
932,87,f,yes,yes,yes,yes,yes,True,False,821,out,96,True,29,20,40,20,77,39,12,90,22,58,62,32,94,60,26,5,21,17,79,71,9,72,96,13,18,4,31,84,49,18,7,100,36,54,27,20,61,42,48,39,91,49,93,67,42,70,67,16,67,72,9,90
