,age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,eligible,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,noise_15,noise_16,noise_17,noise_18,noise_19,noise_20,noise_21,noise_22,noise_23,noise_24,noise_25,noise_26,noise_27,noise_28,noise_29,noise_30,noise_31,noise_32,noise_33,noise_34,noise_35,noise_36,noise_37,noise_38,noise_39,noise_40,noise_41,noise_42,noise_43,noise_44,noise_45,noise_46,noise_47,noise_48,noise_49,noise_50,noise_51,noise_52
997,89,m,no,yes,yes,yes,yes,True,False,1145,in,9,True,9,49,48,45,80,64,32,29,27,83,63,71,48,87,15,60,83,32,48,14,43,5,39,39,50,30,92,45,69,21,16,22,90,54,80,29,45,7,72,46,62,86,10,25,53,57,49,47,58,69,72,51
998,100,f,yes,yes,yes,yes,no,True,False,2945,in,5,True,9,12,23,56,14,53,89,78,67,37,31,36,68,66,42,94,43,98,91,10,66,18,61,1,11,22,41,32,32,81,71,13,31,85,42,9,6,62,58,63,42,12,51,60,14,5,18,27,2,20,79,50
999,97,f,no,yes,yes,yes,yes,True,False,783,out,50,True,59,31,27,12,31,27,80,76,49,27,39,25,5,99,25,21,12,74,43,65,3,61,41,15,67,66,74,19,44,35,43,0,89,36,43,5,57,92,16,31,35,17,44,63,16,4,39,62,57,55,68,37
1000,23,m,yes,yes,yes,yes,yes,True,False,1733,in,23,False,88,18,62,22,91,93,18,48,72,37,50,94,30,30,31,55,25,17,30,68,85,88,33,71,94,47,18,34,50,63,49,40,4,5,49,28,75,12,63,17,72,48,2,67,15,32,43,4,12,6,94,16
1001,65,f,no,no,yes,yes,no,True,False,1834,out,66,False,83,15,36,36,79,11,96,39,96,80,99,53,3,15,61,75,75,83,97,44,44,5,21,10,1,76,23,65,22,3,58,71,74,16,20,68,26,95,26,67,75,48,87,17,42,98,39,17,87,92,56,84
1002,88,m,yes,yes,no,yes,yes,False,False,1113,out,90,False,53,9,99,30,14,62,4,13,17,47,44,54,33,69,42,25,72,23,4,16,20,28,93,82,31,30,57,1,33,34,94,67,23,32,97,95,45,96,4,35,13,49,85,64,20,62,62,20,36,71,81,94
1003,67,m,yes,yes,yes,yes,yes,True,True,1708,in,21,False,60,9,2,75,65,71,68,77,25,46,66,25,80,26,36,44,6,22,84,83,17,5,38,70,91,100,55,86,100,16,91,68,79,21,92,39,32,99,95,78,12,27,80,50,51,11,47,86,77,79,16,25
1004,98,m,no,yes,yes,yes,yes,True,False,9940,out,53,False,45,22,94,34,55,91,16,14,13,41,12,14,86,41,100,71,61,48,36,95,18,95,89,46,30,13,64,21,29,94,65,98,12,56,88,18,77,32,91,47,32,26,12,84,47,15,81,2,16,35,13,99
1005,81,f,yes,yes,yes,yes,yes,True,False,2122,in,71,False,60,93,85,83,46,33,100,7,60,55,28,46,99,62,4,92,30,42,10,6,43,58,98,33,9,37,41,94,5,68,66,45,47,91,45,20,24,12,38,94,2,28,85,97,6,71,48,6,16,51,20,84
1006,36,m,yes,no,yes,yes,yes,True,False,2071,in,24,False,58,39,6,50,79,69,94,62,68,20,46,60,51,35,98,43,90,35,89,65,66,43,11,12,11,85,58,50,18,53,74,31,94,16,54,79,66,62,85,81,75,97,27,47,33,29,35,39,6,90,80,63
1007,68,f,no,no,no,no,no,True,False,2360,in,33,False,72,95,7,41,12,84,13,51,57,72,72,41,20,84,45,26,63,81,45,41,61,78,92,49,36,60,20,32,84,25,92,10,18,64,88,48,19,79,9,95,94,44,16,69,5,47,57,62,73,53,86,52
1008,95,m,yes,no,yes,yes,yes,False,False,1402,in,35,False,95,19,31,42,13,23,68,60,39,8,77,71,49,86,37,5,65,51,98,34,59,6,17,50,31,88,21,96,27,19,6,93,95,16,52,78,39,56,12,98,55,59,24,42,19,8,88,21,33,80,74,2
1009,97,f,yes,no,yes,yes,yes,True,True,366,out,97,False,32,56,6,51,19,72,32,13,97,31,27,95,81,0,37,71,17,80,17,14,22,40,97,22,26,1,73,51,8,77,5,96,33,57,27,88,56,39,84,79,73,18,39,0,53,92,45,92,70,40,60,28
1010,74,f,yes,yes,yes,yes,no,True,False,3105,out,65,False,7,99,93,46,1,76,25,75,81,21,10,63,93,95,68,33,8,12,6,51,44,90,37,14,70,49,26,84,93,11,33,2,77,48,17,26,19,47,7,90,2,71,12,68,88,74,52,27,56,89,18,47
1011,69,m,yes,no,yes,yes,yes,True,False,1309,out,10,False,82,75,8,60,28,35,2,70,6,54,7,43,89,93,92,13,42,0,24,54,59,92,94,41,51,46,1,11,92,94,64,91,61,6,40,29,53,59,78,25,65,19,53,31,61,46,37,17,28,75,72,16
1012,43,m,yes,yes,yes,yes,yes,True,False,885,out,98,False,12,57,31,46,55,92,36,67,65,89,27,22,13,14,13,52,45,45,69,99,96,30,29,3,89,52,62,36,69,36,2,64,49,41,6,60,99,19,25,91,3,74,79,30,20,21,66,18,8,88,75,8
1013,67,f,no,yes,yes,yes,no,True,False,2818,in,12,False,96,60,69,65,29,95,11,7,33,10,28,46,24,23,85,50,21,67,20,11,68,44,92,94,8,43,71,88,58,91,48,65,4,89,83,44,66,56,34,54,58,27,46,20,42,9,75,13,14,90,88,75
1014,100,m,yes,no,yes,yes,yes,False,False,1709,in,40,False,76,33,82,41,22,12,18,37,40,83,37,31,24,9,5,5,64,55,1,31,83,36,33,0,32,24,1,94,71,24,91,34,64,87,80,36,78,25,74,27,21,79,100,14,44,27,56,27,73,21,73,64
1015,94,m,yes,yes,yes,yes,yes,True,True,2642,in,32,False,14,95,91,84,83,60,36,47,11,97,17,45,62,17,44,64,56,22,10,87,26,59,68,74,10,78,75,41,95,41,51,16,99,14,40,66,73,34,47,29,2,43,83,68,68,71,28,65,1,94,27,11
1016,73,m,yes,yes,no,yes,yes,True,False,4549,out,97,False,78,29,17,82,61,36,56,8,44,33,73,36,29,71,90,37,37,57,70,59,59,47,43,25,77,15,55,4,78,71,91,32,50,23,62,92,18,13,18,50,17,16,17,75,41,92,85,25,15,7,88,59
1017,72,m,yes,yes,yes,yes,yes,True,False,1922,in,98,False,80,95,63,2,99,42,44,29,28,40,48,100,0,10,85,89,57,59,69,88,52,7,2,6,59,35,61,88,27,86,5,96,5,0,54,51,50,41,73,35,90,63,35,76,37,14,90,55,33,98,54,62
1018,43,m,yes,yes,yes,yes,yes,True,False,1896,in,31,False,12,68,72,10,69,90,80,7,67,51,62,19,87,16,86,24,12,60,87,6,24,15,39,26,7,68,61,70,49,28,39,64,1,76,34,78,21,50,49,55,71,61,100,90,30,18,25,27,32,48,77,41
1019,79,m,no,no,no,no,no,True,False,2952,out,72,False,84,51,99,9,10,20,31,24,65,51,45,84,50,1,36,54,39,87,96,57,78,9,76,25,78,1,72,49,35,1,54,75,36,65,31,21,26,8,19,44,4,60,60,95,47,82,87,63,7,85,41,64
1020,85,m,yes,yes,no,yes,yes,False,False,2811,in,25,False,38,67,33,46,39,12,19,17,95,16,44,6,72,37,58,68,38,86,9,18,9,90,84,65,98,91,63,100,31,6,93,36,4,35,79,41,6,89,33,99,55,86,15,59,89,18,60,45,19,82,48,2
1021,73,m,yes,yes,yes,yes,yes,True,True,2152,in,41,False,67,70,0,46,13,58,18,55,60,87,91,76,23,12,20,70,69,83,94,75,72,17,60,95,79,35,91,79,58,1,52,73,16,36,80,60,64,21,65,57,66,66,69,100,90,41,42,49,15,13,11,98
1022,83,f,yes,yes,yes,yes,yes,True,False,3742,in,10,False,18,55,24,98,30,66,27,97,72,51,77,44,100,47,50,59,45,23,3,87,30,86,63,27,89,22,2,89,88,89,82,23,90,75,2,40,71,74,30,80,5,73,43,49,47,95,84,29,72,68,22,4
1023,94,f,yes,yes,yes,yes,yes,True,False,64,out,15,False,18,2,99,74,71,7,100,69,9,35,66,93,79,28,18,77,14,37,16,94,28,24,49,90,28,46,28,88,91,60,74,84,92,90,48,79,41,79,43,94,34,14,74,45,59,5,1,86,20,9,80,38
1024,26,f,yes,yes,yes,yes,yes,True,False,1378,out,88,False,60,14,74,4,14,41,11,59,52,12,92,48,51,12,58,15,97,13,32,61,29,73,53,63,25,48,84,86,3,8,85,39,11,54,66,73,85,1,97,85,87,57,14,52,11,32,40,37,11,60,49,12
1025,78,f,no,yes,no,yes,no,True,False,1951,in,26,False,81,83,52,8,25,99,0,44,38,40,29,95,33,20,57,52,8,28,0,24,38,75,36,50,73,8,9,77,53,45,84,64,89,64,75,6,24,26,65,92,23,39,41,37,28,78,48,81,76,34,8,29
1026,73,m,yes,yes,yes,yes,yes,False,False,2250,out,66,False,93,72,3,41,61,39,35,94,27,61,17,31,24,70,63,35,67,5,82,21,53,17,55,2,82,17,90,79,30,16,17,67,41,94,81,46,27,52,12,13,63,5,20,17,68,90,32,12,80,49,68,17
1027,78,f,yes,yes,no,yes,yes,True,True,1835,out,69,False,41,66,20,53,58,12,69,96,31,46,93,77,20,26,12,10,49,71,90,6,43,37,85,6,8,54,62,2,72,86,2,78,84,24,66,38,33,100,45,40,53,74,16,35,57,34,34,58,49,63,37,69
1028,88,m,yes,yes,yes,no,yes,True,False,3401,out,74,False,52,68,59,1,43,9,84,24,88,89,76,29,62,71,91,22,53,14,88,85,14,54,91,84,97,61,74,57,100,5,17,60,15,43,35,51,28,45,28,26,51,54,70,48,82,8,89,70,31,5,30,14
1029,88,m,yes,yes,yes,yes,yes,True,False,1112,out,23,False,52,29,28,12,100,69,99,12,7,33,36,36,26,20,63,30,4,15,59,34,18,61,26,60,98,43,27,39,97,12,54,96,91,98,29,54,5,30,76,71,26,81,51,18,49,61,92,77,29,99,100,5
1030,29,f,yes,yes,yes,yes,yes,True,False,394,out,81,False,81,71,1,64,98,42,91,6,77,98,22,35,77,11,67,40,58,10,28,47,90,91,85,48,69,9,8,46,59,94,44,40,88,23,48,32,0,68,100,71,79,38,94,42,76,26,63,36,1,66,69,87
1031,70,m,yes,no,no,yes,yes,True,False,2318,in,34,False,21,94,85,14,51,54,98,92,56,90,74,84,86,43,13,38,47,10,90,16,76,20,54,26,24,99,13,99,66,66,19,63,67,47,98,72,60,95,3,29,29,18,55,14,73,1,81,26,61,26,18,4
1032,85,f,yes,yes,yes,yes,no,False,False,546,in,24,False,85,83,47,81,35,76,25,15,31,71,1,24,15,70,81,33,19,29,28,69,73,7,13,38,68,100,15,52,40,77,39,47,51,18,98,73,0,15,39,35,76,90,60,9,98,17,67,60,67,100,19,13
1033,79,f,yes,yes,yes,yes,yes,True,True,2489,out,83,False,84,37,53,45,12,17,40,12,50,29,35,54,50,12,29,58,22,85,73,20,78,16,28,82,3,76,53,46,6,38,37,49,79,31,56,28,57,48,38,12,91,80,15,5,30,95,6,99,34,61,1,61
1034,63,f,yes,no,yes,yes,yes,True,False,6977,out,87,False,98,36,54,99,80,53,100,89,58,75,33,38,99,83,9,78,43,95,9,0,84,52,76,60,86,15,36,51,81,51,95,29,28,8,36,88,96,54,17,83,21,3,8,99,46,89,37,45,87,21,43,17
1035,61,f,yes,yes,yes,yes,yes,True,False,1827,in,97,False,60,47,73,8,93,97,28,89,34,80,44,59,17,70,74,94,73,39,27,92,73,20,50,27,79,80,87,40,23,94,12,39,4,26,70,77,4,1,87,74,40,83,38,25,14,92,33,24,92,0,67,66
1036,7,m,yes,no,yes,yes,yes,True,False,1622,in,21,False,24,0,1,66,93,40,56,50,55,10,84,69,79,50,7,38,80,81,21,13,64,74,42,15,7,89,83,52,79,96,40,100,0,58,40,72,82,87,24,97,79,11,42,7,85,71,35,56,88,33,42,63
1037,73,f,no,no,no,no,no,True,False,2666,in,43,False,75,59,78,96,88,90,91,71,82,50,99,28,44,79,63,64,4,96,3,45,78,39,53,97,41,85,84,11,15,0,100,89,42,45,46,9,56,83,9,76,54,80,100,42,83,6,67,12,3,90,99,70
1038,85,f,yes,yes,yes,yes,yes,False,False,1551,out,71,False,91,20,90,73,49,48,22,30,63,68,13,71,63,71,76,0,2,91,74,6,51,46,34,20,57,5,69,3,83,1,60,12,8,29,94,78,75,82,29,74,16,42,100,28,56,22,36,25,36,74,61,95
1039,66,f,yes,yes,yes,yes,yes,True,True,1897,out,90,False,32,57,17,86,25,55,75,50,80,31,42,18,18,73,88,65,14,86,9,8,22,27,47,15,55,51,16,85,68,57,75,49,11,38,95,41,7,51,50,98,82,4,80,40,60,45,90,77,42,72,75,67
1040,75,m,yes,yes,yes,no,yes,True,False,8405,out,94,False,81,41,69,60,4,7,88,42,95,65,70,28,92,37,68,99,8,100,37,18,67,54,31,89,74,6,64,62,36,38,24,39,89,57,94,94,32,86,94,97,90,33,6,58,90,1,62,89,61,84,24,59
1041,85,m,yes,no,yes,yes,yes,True,False,2126,in,64,False,68,48,38,45,16,52,92,84,35,92,5,40,8,73,44,34,81,12,68,13,63,6,30,56,34,100,59,1,28,12,18,14,42,39,88,85,14,79,69,19,1,49,60,31,82,48,37,15,52,65,37,7
1042,25,f,yes,yes,yes,yes,yes,True,False,727,out,86,False,50,63,55,84,52,35,63,12,59,17,54,16,40,85,18,38,14,50,87,85,47,80,82,0,64,35,90,4,93,46,35,95,75,19,76,17,76,70,45,41,77,31,26,82,49,8,10,54,62,91,14,24
1043,95,f,no,yes,no,no,no,True,False,686,in,20,False,23,40,54,15,1,87,3,68,39,71,35,50,68,24,22,65,58,34,49,78,12,65,80,19,40,32,31,30,18,14,35,71,89,92,42,86,25,59,5,91,57,57,55,32,18,89,97,49,80,84,83,87
1044,90,f,yes,yes,yes,yes,yes,False,False,1976,in,19,False,61,2,21,97,63,37,11,73,71,23,6,47,57,44,24,73,4,4,48,23,30,98,43,48,24,14,21,48,29,84,14,86,27,81,50,33,62,33,19,76,97,0,73,99,67,72,89,73,29,63,57,99
1045,81,m,yes,yes,yes,yes,no,True,True,45,in,3,False,39,70,43,9,28,54,47,21,3,25,48,61,59,34,36,54,22,40,18,70,88,69,50,33,84,49,54,43,58,76,75,84,76,88,39,88,30,93,54,64,28,17,61,50,81,42,79,36,61,46,29,63
1046,72,f,yes,yes,yes,yes,yes,True,False,4774,out,80,False,28,14,76,77,85,58,18,74,0,25,8,34,70,54,52,59,62,37,23,3,69,18,57,21,100,16,90,69,25,3,1,6,14,49,76,23,95,24,26,68,100,100,81,11,26,64,88,85,54,85,84,62
1047,88,f,yes,yes,yes,yes,yes,True,False,1555,out,20,False,74,60,85,68,62,30,89,94,78,38,39,66,29,18,33,100,89,94,50,27,83,25,41,89,11,20,57,32,26,71,41,76,65,9,33,59,19,60,75,91,63,43,87,74,7,39,22,8,97,81,69,3
1048,28,f,yes,yes,yes,no,yes,True,False,1701,out,88,False,43,55,99,60,18,64,78,95,65,84,44,1,88,99,41,27,1,78,59,73,48,26,68,41,32,13,65,98,63,26,95,3,67,96,7,68,67,21,26,52,39,83,30,39,13,26,29,34,69,79,49,42
1049,86,f,no,no,no,no,no,True,False,1647,in,18,False,12,50,64,41,39,97,27,33,60,21,69,83,91,60,87,41,89,91,17,62,47,7,9,93,37,36,2,65,91,6,86,66,52,26,6,28,0,64,7,32,36,24,41,63,53,62,57,8,62,35,52,53
1050,100,f,yes,yes,yes,yes,yes,False,False,2988,in,20,False,73,81,89,8,94,72,95,75,95,27,10,6,91,11,58,88,18,47,85,45,11,10,23,89,20,64,10,51,18,37,49,90,68,78,73,35,75,42,63,68,86,90,70,86,76,79,97,97,50,70,27,72
1051,67,f,no,yes,yes,yes,yes,True,True,1221,in,22,False,34,11,83,13,96,61,76,95,93,47,5,96,85,48,85,21,50,77,36,98,0,3,24,9,20,93,15,87,100,67,23,99,67,49,63,30,91,24,18,37,63,58,60,56,50,32,28,36,55,87,64,67
1052,72,f,yes,yes,no,yes,yes,True,False,3260,out,91,False,77,34,3,50,37,50,37,27,65,44,42,8,94,36,57,79,53,53,41,91,50,14,30,57,30,33,55,48,37,51,52,35,16,32,17,73,63,93,60,15,98,85,46,30,17,68,57,28,92,4,46,13
1053,82,m,yes,yes,yes,yes,yes,True,False,2303,out,32,False,92,48,85,82,79,49,37,12,33,91,49,88,90,39,37,65,17,3,9,86,26,81,14,53,34,17,20,99,55,43,71,82,16,39,86,49,84,5,5,78,97,26,10,65,30,89,31,81,27,98,48,23
1054,13,f,yes,yes,yes,yes,yes,True,False,608,out,86,False,68,80,26,82,92,45,76,4,57,33,0,100,14,56,37,48,40,84,9,58,50,38,90,65,71,55,19,68,3,90,77,18,36,11,15,100,94,10,54,47,49,9,79,67,0,56,85,65,29,31,51,99
1055,89,m,no,yes,no,no,no,True,False,2373,out,97,False,78,66,8,0,55,69,63,17,21,100,29,18,59,24,44,77,20,74,7,50,39,16,88,26,54,33,16,58,7,29,69,69,31,42,35,65,8,88,86,83,31,23,72,75,33,39,96,49,19,56,72,10
1056,87,f,no,yes,yes,yes,yes,False,False,914,in,6,False,72,84,77,25,11,82,13,10,64,65,28,40,99,27,13,9,84,67,12,9,33,55,79,83,26,23,58,55,71,62,23,33,40,48,63,12,73,72,3,83,62,62,39,42,51,4,45,31,49,17,79,8
1057,96,m,yes,no,yes,yes,yes,True,True,2108,out,81,False,61,8,59,95,53,4,91,95,68,0,25,76,28,52,73,33,98,83,20,42,11,89,39,13,12,5,93,49,30,84,57,64,64,82,100,71,2,85,100,56,57,23,47,7,17,85,90,41,73,65,70,44
1058,67,m,yes,yes,yes,yes,yes,True,False,8309,in,16,False,39,52,84,91,50,39,93,67,5,89,20,30,78,59,32,32,83,18,32,83,69,31,77,58,37,71,76,13,93,98,32,94,35,10,15,77,84,7,7,13,85,39,84,28,100,78,61,70,51,21,75,95
1059,93,m,yes,yes,yes,yes,yes,True,False,1366,in,82,False,68,74,75,74,39,45,70,66,33,97,33,45,90,93,37,15,14,98,42,99,15,29,16,60,66,29,34,70,17,80,37,64,47,49,26,92,100,95,29,64,93,18,96,20,47,32,25,38,39,56,68,20
1060,49,f,yes,yes,yes,yes,yes,True,False,1149,out,82,False,0,35,31,9,7,59,28,54,84,71,23,34,32,51,92,3,61,74,51,66,28,6,56,52,23,28,34,58,10,99,17,9,20,33,33,20,19,70,8,76,69,57,95,19,88,2,24,89,10,0,10,22
1061,76,m,no,no,no,no,yes,True,False,1064,out,61,False,62,65,77,98,19,0,59,5,32,0,53,12,13,68,42,74,80,25,82,49,23,43,37,99,49,45,60,88,66,84,70,27,46,61,96,61,21,16,36,18,12,28,63,1,14,56,39,39,33,96,68,24
1062,83,m,yes,no,yes,yes,yes,False,False,1450,in,3,False,58,41,88,4,72,20,73,76,28,31,24,2,91,28,8,66,38,78,66,51,31,28,57,95,8,85,97,22,26,99,38,49,78,91,49,67,80,100,19,66,57,98,51,21,75,78,15,49,31,88,59,6
1063,82,f,yes,yes,yes,yes,yes,True,True,1396,in,29,False,70,37,10,58,47,64,100,54,81,7,38,98,1,95,27,85,36,22,89,55,9,6,22,62,6,26,4,52,44,40,19,69,20,65,84,28,18,54,57,55,45,72,8,0,98,57,14,68,91,41,3,48
1064,69,m,yes,yes,yes,no,yes,True,False,8659,out,81,False,48,17,62,89,16,53,40,33,50,21,77,18,51,60,3,80,65,43,12,56,20,1,11,54,11,4,78,92,16,28,43,17,12,98,82,45,95,3,51,17,92,59,61,0,40,91,91,7,95,4,19,78
1065,81,f,yes,yes,yes,yes,yes,True,False,31,out,19,False,87,73,31,31,65,31,57,8,44,48,33,50,98,83,19,44,70,7,93,74,51,96,36,94,90,100,56,77,81,54,100,2,89,25,26,85,38,82,86,93,94,65,99,86,15,73,85,54,86,12,34,22
1066,31,m,no,yes,yes,yes,yes,True,False,831,out,71,False,97,36,62,39,62,88,36,3,75,18,44,22,74,26,88,5,48,36,42,53,90,41,89,94,59,95,47,47,20,38,27,58,46,11,80,71,15,24,89,3,16,54,64,39,27,24,42,7,49,66,84,29
1067,68,f,yes,yes,yes,no,no,True,False,1426,out,70,False,62,90,2,13,2,19,47,70,50,39,98,95,40,5,7,44,8,24,10,35,55,5,57,81,12,40,49,8,58,16,43,37,19,43,85,91,89,13,45,26,86,54,28,79,57,61,56,14,90,63,74,11
1068,78,f,yes,yes,yes,yes,no,False,False,719,out,61,False,16,27,61,18,31,13,66,22,84,3,89,86,54,61,68,90,41,12,82,45,34,2,14,7,7,15,0,90,23,1,35,90,88,68,28,61,32,41,17,14,94,78,88,70,25,4,20,95,4,71,53,99
1069,92,f,yes,yes,yes,yes,yes,True,True,1592,in,7,False,31,65,43,51,92,62,78,71,8,62,10,95,19,30,100,76,59,20,39,94,86,23,64,86,7,77,28,27,41,13,100,20,24,95,2,54,36,72,85,18,14,7,35,52,66,50,33,37,17,38,67,45
1070,72,m,yes,yes,yes,yes,yes,True,False,3719,out,55,False,81,37,60,11,90,91,87,49,70,39,10,63,69,57,23,81,81,17,52,34,0,17,64,23,9,32,82,35,47,58,57,80,58,36,2,60,97,90,2,45,50,5,48,19,91,46,26,74,73,25,16,84
1071,73,m,no,yes,yes,yes,yes,True,False,1866,in,85,False,12,75,92,95,5,78,100,38,77,78,10,65,8,85,47,92,11,32,59,49,33,11,97,32,80,14,55,2,70,10,82,99,9,9,9,22,52,48,91,91,34,39,63,55,69,99,36,15,70,96,84,18
1072,10,m,yes,yes,no,yes,yes,True,False,1947,out,84,False,34,53,23,63,30,69,11,85,63,19,70,6,6,17,28,31,62,8,29,34,99,94,82,4,88,66,48,24,20,93,44,47,52,42,94,14,56,44,72,8,38,8,16,18,44,35,66,10,91,7,11,42
1073,66,m,no,no,no,yes,yes,True,False,2284,in,28,False,60,78,14,4,58,79,39,67,67,56,54,17,7,11,41,18,93,55,21,22,49,12,94,71,100,52,44,87,32,56,16,8,44,36,76,86,66,18,96,75,90,6,22,33,15,41,26,0,55,26,0,3
1074,94,f,no,yes,yes,yes,yes,False,False,2018,in,17,False,30,35,71,78,12,6,44,79,70,37,31,62,9,28,83,27,59,69,68,83,92,79,72,48,60,67,76,83,78,52,68,73,26,73,74,31,47,82,48,25,87,58,10,89,41,58,83,72,4,21,43,13
1075,70,m,yes,yes,yes,yes,yes,True,True,906,in,49,False,12,91,24,98,50,51,65,25,98,40,22,74,15,8,44,98,39,32,29,39,39,98,36,38,62,75,99,39,39,8,100,74,82,13,92,26,59,35,76,5,65,47,50,44,6,24,52,38,49,3,69,97
1076,60,f,yes,yes,yes,yes,yes,True,False,8384,out,89,False,71,33,56,96,70,78,53,99,13,7,28,69,1,45,10,41,14,37,89,45,82,20,48,87,23,71,43,95,76,9,32,12,8,53,8,51,11,2,55,14,67,51,81,0,98,38,47,10,94,75,93,90
1077,82,m,yes,yes,yes,yes,no,True,False,768,in,57,False,85,66,73,54,93,4,66,39,13,51,20,37,1,24,99,53,30,63,65,60,44,23,8,16,36,38,11,2,77,1,15,77,77,36,66,88,68,93,49,26,70,71,42,92,41,100,89,78,10,75,27,82
1078,24,f,yes,yes,yes,yes,yes,True,False,629,out,53,False,52,30,16,42,20,39,51,14,0,81,84,72,53,46,69,34,30,4,95,48,60,15,77,3,9,4,79,3,93,16,99,21,71,30,45,6,42,85,40,22,69,1,75,4,78,89,36,39,75,28,64,53
1079,73,m,yes,yes,no,no,no,True,False,268,out,85,False,99,22,88,93,17,98,97,12,84,64,83,11,63,30,85,52,12,54,73,10,0,82,10,29,14,28,99,16,65,43,21,1,61,44,95,43,27,41,37,39,65,90,44,16,97,45,78,85,93,51,52,50
1080,69,f,yes,yes,yes,yes,yes,False,False,662,out,96,False,31,25,3,78,81,46,83,47,1,62,45,43,12,46,44,71,100,36,1,4,52,95,45,59,1,22,76,13,4,73,84,59,49,88,27,24,79,89,75,33,13,53,3,70,58,60,39,70,66,47,13,8
1081,84,f,yes,no,yes,yes,yes,True,True,2431,in,46,False,59,90,76,11,31,30,68,99,35,93,12,84,87,81,9,75,26,88,58,85,41,5,16,35,15,42,6,35,12,16,78,57,35,29,51,96,8,45,23,70,50,84,67,46,28,4,23,73,52,83,41,39
1082,86,f,yes,no,yes,yes,yes,True,False,5389,out,84,False,86,88,85,86,3,89,26,47,4,23,31,77,98,96,11,16,93,90,95,35,30,89,95,77,70,38,58,46,46,39,99,98,97,83,14,78,8,30,94,39,98,33,9,93,96,17,89,30,59,63,39,83
1083,91,m,yes,yes,yes,yes,yes,True,False,1285,in,77,False,58,40,38,39,83,39,78,0,62,52,92,50,2,34,83,46,60,3,10,32,54,70,50,100,99,14,48,96,17,93,83,88,100,47,18,75,93,60,13,71,63,28,65,29,8,0,68,75,6,7,99,11
1084,11,m,yes,yes,yes,yes,yes,True,False,642,in,1,False,52,37,49,77,86,41,73,23,81,24,4,66,86,99,51,65,87,73,58,14,65,51,64,61,92,8,47,80,43,54,62,27,10,1,50,26,38,69,68,16,85,47,89,54,70,73,27,97,79,8,98,3
1085,98,m,no,no,no,no,no,True,False,2502,in,5,False,21,5,71,84,56,48,26,83,88,14,31,16,22,40,83,60,36,68,40,26,99,4,54,4,43,40,36,55,71,15,72,64,84,80,57,26,15,98,97,50,75,4,62,1,66,12,38,5,12,7,63,92
1086,71,f,yes,yes,yes,no,yes,False,False,1918,in,47,False,80,75,87,84,82,21,57,59,11,56,42,20,27,34,70,53,42,83,15,70,7,54,65,63,48,63,10,40,96,92,100,75,98,97,94,7,28,35,17,78,13,98,91,18,29,45,79,72,32,19,43,88
1087,81,f,no,yes,yes,yes,yes,True,True,1606,out,91,False,53,92,39,34,23,35,10,10,79,48,68,89,66,58,19,36,1,38,45,6,19,54,45,31,49,53,23,41,27,66,20,37,19,58,57,92,90,66,66,56,46,16,23,48,51,79,85,19,34,19,34,25
1088,72,m,no,yes,yes,yes,yes,True,False,6484,out,50,False,33,93,2,89,8,44,95,77,100,8,25,37,96,20,40,33,26,86,44,51,45,75,96,30,47,44,69,7,17,52,49,46,96,48,13,28,30,8,75,20,76,72,83,80,28,32,28,53,96,59,45,46
1089,95,m,yes,no,yes,yes,yes,True,False,27,in,98,False,79,93,57,91,80,100,33,88,91,11,23,95,55,87,11,12,25,72,69,58,10,85,85,51,16,68,33,14,98,93,74,89,9,0,39,82,87,96,27,65,78,84,20,15,79,28,75,7,93,20,60,62
1090,44,m,yes,yes,yes,yes,yes,True,False,1436,in,38,False,62,53,8,37,85,5,81,83,70,65,87,89,54,99,44,20,78,92,63,38,58,32,21,94,10,89,94,92,10,73,16,52,62,70,22,85,60,86,33,20,1,77,71,33,43,61,70,47,10,50,63,82
1091,61,f,no,no,yes,yes,no,True,False,5,in,20,False,46,100,67,87,90,39,29,38,79,54,23,62,80,92,19,43,82,71,81,30,26,70,6,86,84,41,77,67,10,91,42,4,94,6,90,52,22,0,83,3,36,97,21,43,39,44,82,49,27,81,21,32
1092,79,m,yes,yes,yes,yes,yes,False,False,1340,in,48,False,75,14,68,21,21,79,100,26,31,10,67,39,30,87,83,0,75,87,57,6,52,90,66,88,90,25,89,45,17,26,16,71,18,51,59,23,91,69,58,48,93,35,1,77,87,71,63,48,70,19,31,90
1093,65,m,yes,yes,yes,yes,yes,True,True,1952,out,79,False,90,85,27,45,26,70,10,75,89,94,57,89,18,71,40,80,98,96,15,85,49,53,90,45,53,51,90,82,4,8,28,32,70,26,36,96,43,59,41,70,97,1,18,40,61,60,39,54,92,41,25,11
1094,65,f,yes,yes,yes,yes,yes,True,False,5595,out,58,False,96,91,76,57,37,78,75,76,93,25,13,89,13,71,67,48,12,96,29,32,76,85,76,54,87,31,24,59,16,61,99,74,61,32,87,64,21,17,68,1,89,26,8,29,8,17,50,79,68,76,4,44
1095,77,f,yes,yes,no,yes,yes,True,False,2653,in,97,False,20,21,50,32,74,3,34,79,72,96,79,70,56,32,23,98,74,69,22,49,69,28,44,83,25,88,38,88,66,82,73,55,2,9,51,17,42,28,8,90,73,31,67,4,47,6,42,3,35,87,46,83
